GEO.id,Zipcode,GEO.display-label,NAICS.id,NAICS.display-label,RCPSZFE.id,RCPSZFE.display-label,YEAR.id,ESTAB
8610000US11939,11939,"ZIP 11939 (East Marion, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11941,11941,"ZIP 11941 (Eastport, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11942,11942,"ZIP 11942 (East Quogue, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11944,11944,"ZIP 11944 (Greenport, NY)",7211,Traveler accommodation,1,All establishments,2012,8
8610000US11946,11946,"ZIP 11946 (Hampton Bays, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11947,11947,"ZIP 11947 (Jamesport, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11952,11952,"ZIP 11952 (Mattituck, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11954,11954,"ZIP 11954 (Montauk, NY)",7211,Traveler accommodation,1,All establishments,2012,26
8610000US11963,11963,"ZIP 11963 (Sag Harbor, NY)",7211,Traveler accommodation,1,All establishments,2012,3
8610000US11964,11964,"ZIP 11964 (Shelter Island, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11965,11965,"ZIP 11965 (Shelter Island Heights, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11967,11967,"ZIP 11967 (Shirley, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11968,11968,"ZIP 11968 (Southampton, NY)",7211,Traveler accommodation,1,All establishments,2012,8
