ZIP CODE,tc_1# of Properties,tc_1Finance FY'2017 Market Value Total,tc_1Average Market Value,tc_1Finance FY'2017 Assessed Value Land,tc_1Finance FY'2017 Assessed Value Total,tc_1Average Assessed Value,tc_1Finance FY'2017 Exempt Value Land,tc_1Finance FY'2017 Exempt Value Total,"tc_1Finance FY'2017 Taxable Assessed Value 
(Assessed Value minus Exempt Value)","tc_1FY'2017 Taxes
(Taxable Assessed Value * Tax Rate)",tc_1FY'2017 Average Effective Tax Rate (Taxes ÷ Market Value),tc_1FY'2017 Median Effective Tax Rate,"tc_1FY'2017 Average Assessment Ratio
(Assessed Value ÷ Market Value)",tc_1FY'2017 Median Actual Assessment Ratio,tc_1FY'2017 Taxes w/out Exemptions,tc_1FY'2017 Average Taxes w/out Exemptions,tc_1FY'2017 Average Effective Tax Rate w/out Exemptions,tc_1FY'2017 Median Effective Tax Rate w/out Exemption,tc_2 # OF PROPERTIES,tc_2 FY'2017 MARKET VALUE LAND,tc_2 FY'2017 MARKET VALUE TOTAL,tc_2 FY'2017 ASSESSED VALUE LAND,tc_2 FY'2017 ASSESSED VALUE TOTAL,tc_2 FY'2017 EXEMPT VALUE LAND,tc_2 FY'2017 EXEMPT VALUE TOTAL,tc_2 FY'2017 ACTUAL ASSESSED VALUE LAND,tc_2 FY'2017 ACTUAL ASSESSED VALUE TOTAL,tc_2 Average Actual Assessment Ratio,tc_2 Median Actual Assessment Ratio,tc_2 FY'2017 ACTUAL EXEMPT VALUE LAND,tc_2 FY'2017 ACTUAL EXEMPT VALUE TOTAL,tc_2 TOTAL UNITS,tc_2 RESIDENTIAL UNITS,tc_2 LAND SQUARE FEET,tc_2 GROSS SQUARE FEET,tc_2 Taxable Assessed Value,tc_2 Total Taxes,tc_2 Average Taxable Effective Tax Rate,tc_2 Median Taxable Effective Tax Rate,tc_2 Taxes w/out Exemption,tc_2 Average Effective Tax Rate w/out Exemption,tc_2 Median Effective Tax Rate w/out Exemption,tc_2 Average Market Value Per Residential Unit,tc_2 Average Market Value Per Gross Square Foot,tc_2 Actual Assessed Value Per Residential Unit,Actual Assessed Value Per Gross Square Foot,Taxes w/out Exemption Per Residential Unit,Taxes w/out Exemption Per Gross Square Foot,White,Non-White,Black or African American,Asian,Hispanic Origin of Any Race
11236,14631,7396849747,505560,144354907,371943743,25422,28219422,34014469,337929274,67555441,0.0091,0.0094,0.0503,0.0481,74355274,5082,0.0101,0.0096,313,"$52,232,185 ","$254,679,004 ","$26,649,524 ","$80,835,748 ","$18,299,890 ","$45,299,352 ","$17,276,630 ","$94,660,556 ",37.17%,24.13%,"$9,123,354 ","$53,445,546 ","4,844","4,778","5,815,612","5,965,666","35,446,022","4,569,701",1.79%,2.08%,"12,203,639",4.79%,3.11%,"$53,302 ",$43 ,"$19,812 ",$16 ,"$2,554 ",$2.05 ,6%,94%,85%,3%,7%
11237,1602,1148897606,717165,8568834,30012033,18734,1420712,3226336,26785697,5354729,0.0047,0.0047,0.0261,0.0257,5999706,3745,0.0052,0.0051,"2,353","$139,004,317 ","$1,343,028,232 ","$23,720,980 ","$179,064,382 ","$4,701,771 ","$38,353,403 ","$26,050,994 ","$193,581,709 ",14.41%,9.65%,"$5,249,868 ","$46,070,276 ","13,702","13,093","7,447,104","11,901,417","140,454,818","18,107,435",1.35%,1.14%,"24,956,554",1.86%,1.24%,"$102,576 ",$113 ,"$14,785 ",$16 ,"$1,906 ",$2.10 ,45%,55%,15%,7%,72%
11238,2768,4215470064,1522930,20301584,72152116,26067,3127022,7308483,64843633,12962891,0.0031,0.0028,0.0171,0.0155,14423930,5211,0.0034,0.0031,"3,820","$360,854,295 ","$2,401,251,745 ","$90,250,349 ","$612,065,645 ","$23,523,159 ","$189,491,151 ","$95,517,404 ","$716,554,943 ",29.84%,45.00%,"$24,372,987 ","$216,714,789 ","23,282","22,821","16,986,100","22,481,322","422,163,549","54,425,325",2.27%,1.22%,"92,378,263",3.85%,5.80%,"$105,221 ",$107 ,"$31,399 ",$32 ,"$4,048 ",$4.11 ,41%,59%,43%,7%,11%
11239,607,278206614,458331,4949216,12231431,20151,1456794,6532972,5698459,1139179,0.0041,0.0064,0.044,0.0535,2445185,4028,0.0088,0.0107,13,"$67,261,000 ","$420,331,000 ","$29,840,126 ","$170,475,557 ","$29,767,580 ","$169,377,865 ","$30,267,450 ","$189,148,950 ",45.00%,45.00%,"$30,160,185 ","$188,016,539 ","7,955","7,949","4,352,958","7,967,066","1,097,692","141,514",0.03%,0.00%,"24,385,083",5.80%,5.80%,"$52,878 ",$53 ,"$23,795 ",$24 ,"$3,068 ",$3.06 ,32%,68%,54%,3%,22%
11242,1,538000,538000,10450,31063,31063,0,0,31063,6210,0.0115,0.0115,0.0577,0.0577,6210,6210,0.0115,0.0115,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,#DIV/0!,#NUM!,$0 ,$0 ,0,0,0,0,0,0,#DIV/0!,#NUM!,0,#DIV/0!,#NUM!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,65%,35%,14%,10%,14%
11249,689,643975495,934652,3586532,14649918,21263,413384,1007503,13642415,2727255,0.0042,0.0054,0.0227,0.0307,2928665,4251,0.0045,0.0061,"4,296","$205,227,991 ","$1,932,217,722 ","$61,537,099 ","$580,608,947 ","$23,296,296 ","$417,686,353 ","$68,420,528 ","$690,902,997 ",35.76%,45.00%,"$24,540,592 ","$501,229,642 ","15,447","14,806","54,473,647","23,184,913","161,965,198","20,880,553",1.08%,0.44%,"89,071,214",4.61%,5.80%,"$130,502 ",$83 ,"$46,664 ",$30 ,"$6,016 ",$3.84 ,79%,21%,5%,4%,26%
11251,3,1668031,556010,455,56536,18845,0,9972,46564,9309,0.0056,0.0056,0.0339,0.0339,11302,3767,0.0068,0.0068,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,#DIV/0!,#NUM!,$0 ,$0 ,0,0,0,0,0,0,#DIV/0!,#NUM!,0,#DIV/0!,#NUM!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,50%,50%,0%,0%,0%
11354,3985,3382080535,848703,55037967,146655699,36802,9499027,14118005,132537694,26495610,0.0078,0.0082,0.0434,0.044,29317941,7357,0.0087,0.0088,"3,136","$193,162,637 ","$1,190,442,037 ","$79,576,735 ","$458,140,761 ","$31,129,175 ","$146,303,568 ","$79,392,582 ","$517,757,130 ",43.49%,45.00%,"$31,428,490 ","$157,097,054 ","15,385","15,160","37,295,905","20,704,169","311,348,130","40,139,001",3.37%,1.78%,"66,749,249",5.61%,5.80%,"$78,525 ",$57 ,"$34,153 ",$25 ,"$4,403 ",$3.22 ,25%,75%,4%,59%,16%
11355,5991,5265973968,878981,65937875,210910500,35205,11265865,19529949,191380551,38258886,0.0073,0.0075,0.0401,0.0397,42163118,7038,0.008,0.0079,"4,064","$261,373,387 ","$1,520,511,253 ","$104,338,377 ","$595,154,623 ","$25,854,962 ","$127,470,780 ","$105,902,316 ","$654,944,442 ",43.07%,45.00%,"$26,454,795 ","$133,722,195 ","20,696","20,352","131,959,010","23,859,924","467,489,686","60,268,770",3.96%,4.78%,"84,435,437",5.55%,5.80%,"$74,711 ",$64 ,"$32,181 ",$27 ,"$4,149 ",$3.54 ,14%,86%,3%,73%,14%
11356,4874,3225327778,661741,39858235,139147021,28549,7605728,14000809,125146212,25017979,0.0078,0.0081,0.0431,0.0436,27816881,5707,0.0086,0.0087,192,"$29,148,676 ","$83,802,001 ","$6,226,710 ","$17,107,291 ","$352,148 ","$2,059,175 ","$6,256,551 ","$17,876,559 ",21.33%,20.13%,"$352,148 ","$2,311,829 ",736,676,"2,736,397","1,837,234","15,048,116","1,940,003",2.31%,1.63%,"2,304,646",2.75%,2.60%,"$123,967 ",$46 ,"$26,445 ",$10 ,"$3,409 ",$1.25 ,38%,62%,2%,30%,39%
11357,9577,8232033664,859563,114618549,374724933,39128,22583612,32592990,342131943,68395597,0.0083,0.0086,0.0455,0.046,74911261,7822,0.0091,0.0092,191,"$91,822,013 ","$332,038,000 ","$35,724,399 ","$119,178,804 ","$14,561,361 ","$15,459,939 ","$36,232,179 ","$140,880,349 ",42.43%,45.00%,"$15,873,300 ","$16,972,465 ","4,262","4,236","8,366,736","5,029,331","103,718,865","13,371,436",4.03%,3.44%,"18,162,295",5.47%,5.80%,"$78,385 ",$66 ,"$33,258 ",$28 ,"$4,288 ",$3.61 ,76%,24%,0%,18%,13%
11358,8075,6543251999,810310,111063388,286874335,35526,19485014,27091491,259782844,51933188,0.0079,0.0082,0.0438,0.0437,57349048,7102,0.0088,0.0087,542,"$79,642,793 ","$248,883,990 ","$24,241,122 ","$77,013,769 ","$1,660,934 ","$3,710,788 ","$24,219,072 ","$87,611,501 ",35.20%,45.00%,"$1,697,549 ","$3,818,014 ","3,161","3,074","4,619,689","2,966,685","73,283,696","9,447,734",3.80%,4.55%,"11,294,875",4.54%,5.80%,"$80,964 ",$84 ,"$28,501 ",$30 ,"$3,674 ",$3.81 ,48%,52%,2%,42%,15%
11360,3338,3015347034,903339,32818554,138538392,41503,6434293,10533692,128004700,25589420,0.0085,0.0086,0.0459,0.0457,27695210,8297,0.0092,0.0091,"1,105","$128,307,955 ","$458,175,976 ","$53,227,178 ","$176,257,187 ","$15,844,180 ","$20,096,131 ","$53,021,348 ","$200,124,020 ",43.68%,45.00%,"$16,784,280 ","$21,730,265 ","4,847","4,840","134,271,865","6,711,598","156,161,056","20,132,283",4.39%,5.21%,"25,799,989",5.63%,5.80%,"$94,664 ",$68 ,"$41,348 ",$30 ,"$5,331 ",$3.84 ,66%,34%,1%,26%,10%
11361,5947,4881966908,820913,61701666,212527943,35737,11919579,17485249,195042694,38990985,0.008,0.0082,0.0435,0.0436,42486461,7144,0.0087,0.0087,296,"$67,536,485 ","$245,802,992 ","$23,463,247 ","$84,106,223 ","$3,053,289 ","$7,711,754 ","$23,488,088 ","$99,073,039 ",40.31%,45.00%,"$3,281,580 ","$8,359,703 ","3,150","3,107","11,088,046","2,938,104","76,337,679","9,841,454",4.00%,4.39%,"12,772,496",5.20%,5.80%,"$79,113 ",$84 ,"$31,887 ",$34 ,"$4,111 ",$4.35 ,52%,48%,3%,35%,16%
11362,4016,3433775424,855024,44637807,156515120,38973,8169625,11791878,144723242,28931623,0.0084,0.0085,0.0456,0.0451,31288938,7791,0.0091,0.009,47,"$71,588,000 ","$210,548,000 ","$31,608,368 ","$81,686,548 ","$10,255,302 ","$10,255,302 ","$31,608,368 ","$93,892,878 ",44.59%,38.71%,"$10,918,425 ","$10,918,425 ","2,740","2,712","5,992,831","3,730,564","71,431,246","9,208,916",4.37%,4.35%,"12,104,670",5.75%,4.99%,"$77,636 ",$56 ,"$34,621 ",$25 ,"$4,463 ",$3.24 ,52%,48%,2%,42%,9%
11363,2150,2168440509,1008577,28696130,90245982,41975,4721071,6241439,84004543,16793348,0.0077,0.008,0.0416,0.0426,18041074,8391,0.0083,0.0085,31,"$17,738,584 ","$71,619,000 ","$6,173,504 ","$26,542,264 ","$895,781 ","$7,951,873 ","$6,165,674 ","$30,060,272 ",41.97%,25.52%,"$934,836 ","$8,728,836 ",720,716,"522,442","737,960","18,590,391","2,396,673",3.35%,3.21%,"3,875,370",5.41%,3.29%,"$100,027 ",$97 ,"$41,984 ",$41 ,"$5,413 ",$5.25 ,56%,44%,1%,33%,17%
11364,6244,5136812573,822680,83598783,241475698,38673,14235778,19186940,222288758,44437746,0.0087,0.0089,0.047,0.047,48273407,7731,0.0094,0.0094,220,"$133,944,959 ","$485,207,986 ","$58,799,976 ","$190,253,752 ","$12,723,887 ","$26,504,181 ","$60,063,756 ","$218,020,131 ",44.93%,45.00%,"$13,316,853 ","$30,891,367 ","6,276","6,270","87,202,919","6,670,563","163,433,820","21,069,888",4.34%,4.82%,"28,107,155",5.79%,5.80%,"$77,386 ",$73 ,"$34,772 ",$33 ,"$4,483 ",$4.21 ,42%,58%,2%,50%,8%
11365,6568,5017668203,763957,87349569,232408126,35385,14836664,20179320,212228806,42426661,0.0085,0.0088,0.0463,0.0464,46460708,7074,0.0093,0.0093,480,"$148,096,245 ","$583,117,576 ","$61,263,156 ","$230,270,028 ","$26,928,546 ","$98,867,016 ","$65,013,355 ","$257,826,416 ",44.22%,45.00%,"$26,956,356 ","$112,650,083 ","6,626","6,590","13,140,774","8,320,092","131,321,418","16,929,957",2.90%,4.43%,"33,238,982",5.70%,5.80%,"$88,485 ",$70 ,"$39,124 ",$31 ,"$5,044 ",$4.00 ,36%,64%,6%,45%,18%
11366,3559,2711775700,761949,49321395,127377735,35790,7535897,9298656,118079079,23605189,0.0087,0.009,0.047,0.0473,25464083,7155,0.0094,0.0095,47,"$21,336,000 ","$85,558,000 ","$7,783,799 ","$31,847,425 ","$66,781 ","$66,781 ","$7,824,181 ","$34,964,547 ",40.87%,27.76%,"$70,112 ","$70,112 ",928,919,"1,363,311","940,178","31,780,644","4,097,161",4.79%,3.58%,"4,507,629",5.27%,3.58%,"$93,099 ",$91 ,"$38,046 ",$37 ,"$4,905 ",$4.79 ,50%,50%,6%,38%,8%
11367,4589,3376468594,735774,55714647,151952764,33112,9148389,12576424,139376340,27862724,0.0083,0.0086,0.045,0.045,30376877,6619,0.009,0.009,959,"$177,181,297 ","$668,382,016 ","$78,885,196 ","$250,414,715 ","$35,871,984 ","$95,201,796 ","$78,834,676 ","$298,618,839 ",44.68%,45.00%,"$35,924,004 ","$120,085,964 ","10,895","10,831","184,884,216","10,534,690","155,212,905","20,010,048",2.99%,5.26%,"38,497,941",5.76%,5.80%,"$61,710 ",$63 ,"$27,571 ",$28 ,"$3,554 ",$3.65 ,56%,44%,9%,23%,16%
11368,5934,4253395956,716784,50827571,180546201,30426,7187026,24503469,156042732,31194503,0.0073,0.0078,0.0424,0.0417,36092991,6082,0.0085,0.0083,"2,344","$345,425,325 ","$1,467,439,587 ","$100,381,055 ","$461,987,740 ","$29,165,181 ","$129,164,983 ","$101,029,590 ","$502,520,117 ",34.24%,36.56%,"$29,721,819 ","$135,538,316 ","17,347","16,793","8,356,513","16,314,531","332,821,137","42,907,301",2.92%,1.24%,"64,784,893",4.41%,4.71%,"$87,384 ",$90 ,"$29,924 ",$31 ,"$3,858 ",$3.97 ,42%,58%,13%,11%,73%
11369,5078,3133820717,617137,36931927,138713433,27317,6323371,10132594,128580839,25704596,0.0082,0.0085,0.0443,0.0448,27730202,5461,0.0088,0.009,132,"$46,388,000 ","$171,337,000 ","$12,262,396 ","$48,779,392 ","$4,553,039 ","$6,637,461 ","$12,287,146 ","$58,478,525 ",34.13%,15.58%,"$4,980,078 ","$7,223,781 ","2,306","2,280","914,640","1,993,594","42,141,931","5,432,938",3.17%,1.94%,"7,539,051",4.40%,2.01%,"$75,148 ",$86 ,"$25,648 ",$29 ,"$3,307 ",$3.78 ,26%,74%,17%,13%,64%
11370,3998,3073852066,768847,34955923,142737053,35702,8426921,13838663,128898390,25768077,0.0084,0.009,0.0464,0.0472,28534564,7137,0.0093,0.0094,"1,091","$31,616,913 ","$109,384,030 ","$9,793,441 ","$32,455,210 ","$1,526,483 ","$2,288,451 ","$9,803,791 ","$36,845,328 ",33.68%,45.00%,"$1,528,237 ","$2,380,999 ","1,401","1,394","1,941,611","7,797,145","30,166,759","3,889,099",3.56%,4.85%,"4,750,100",4.34%,5.80%,"$78,468 ",$14 ,"$26,431 ",$5 ,"$3,408 ",$0.61 ,38%,62%,15%,21%,38%
11371,1,811000,811000,8678,41158,41158,1550,1550,39608,7918,0.0098,0.0098,0.0507,0.0507,8228,8228,0.0101,0.0101,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,#DIV/0!,#NUM!,$0 ,$0 ,0,0,0,0,0,0,#DIV/0!,#NUM!,0,#DIV/0!,#NUM!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,42%,58%,13%,11%,73%
11372,1763,1520423740,862407,17335262,63681520,36121,3603498,5520298,58161222,11627010,0.0076,0.0081,0.0419,0.0416,12730573,7221,0.0084,0.0083,"1,489","$269,185,089 ","$1,510,054,899 ","$107,984,426 ","$525,526,841 ","$17,717,698 ","$36,647,733 ","$108,119,528 ","$608,414,723 ",40.29%,45.00%,"$18,588,603 ","$38,811,672 ","21,753","21,374","12,171,156","21,252,017","488,171,906","62,935,122",4.17%,4.74%,"78,436,826",5.19%,5.80%,"$70,649 ",$71 ,"$28,465 ",$29 ,"$3,670 ",$3.69 ,61%,39%,3%,20%,58%
11373,6326,5121605436,809612,84177098,214278466,33873,13277226,22272567,192005899,38383899,0.0075,0.0078,0.0418,0.0414,42836408,6771,0.0084,0.0083,"2,610","$239,217,012 ","$1,407,794,039 ","$86,224,594 ","$527,088,156 ","$15,754,747 ","$70,332,622 ","$86,815,849 ","$584,948,465 ",41.55%,45.00%,"$15,995,961 ","$75,455,351 ","19,629","19,377","20,894,657","23,283,985","436,263,116","56,243,041",4.00%,4.29%,"75,411,556",5.36%,5.80%,"$72,653 ",$60 ,"$30,188 ",$25 ,"$3,892 ",$3.24 ,38%,62%,2%,49%,41%
11374,2938,2443179133,831579,39087307,105836947,36023,6623549,8874638,96962309,19383735,0.0079,0.0082,0.0433,0.0434,21157864,7201,0.0087,0.0087,"1,724","$146,705,942 ","$1,255,490,770 ","$60,560,462 ","$480,693,328 ","$15,626,420 ","$62,959,977 ","$64,191,383 ","$559,490,680 ",44.56%,45.00%,"$16,628,987 ","$66,239,952 ","16,826","16,730","47,216,582","20,750,377","417,393,292","53,810,343",4.29%,4.62%,"72,129,538",5.75%,5.80%,"$75,044 ",$61 ,"$33,442 ",$27 ,"$4,311 ",$3.48 ,63%,37%,3%,26%,18%
11375,6301,6804666285,1079934,69723740,270283107,42895,10856629,16920092,253363015,50649800,0.0074,0.0076,0.0397,0.0398,54032296,8575,0.0079,0.008,"1,744","$333,595,093 ","$2,128,567,059 ","$143,138,935 ","$831,899,246 ","$30,221,118 ","$70,796,746 ","$146,352,049 ","$945,021,587 ",44.40%,45.00%,"$31,021,426 ","$76,732,081 ","26,934","26,674","23,518,096","29,744,455","760,901,799","98,095,460",4.61%,4.75%,"121,832,183",5.72%,5.80%,"$79,799 ",$72 ,"$35,429 ",$32 ,"$4,567 ",$4.10 ,64%,36%,3%,26%,13%
11377,6454,4873877609,755172,80981110,215349981,33367,12387688,20133633,195216348,39025700,0.008,0.0083,0.0442,0.0443,43050615,6670,0.0088,0.0089,"1,468","$287,131,516 ","$1,482,843,064 ","$108,317,172 ","$488,213,248 ","$32,963,731 ","$104,098,476 ","$108,823,952 ","$553,479,159 ",37.33%,45.00%,"$33,116,552 ","$115,307,883 ","19,979","19,671","12,325,374","17,044,008","384,002,902","49,505,654",3.34%,2.19%,"71,354,533",4.81%,5.80%,"$75,382 ",$87 ,"$28,137 ",$32 ,"$3,627 ",$4.19 ,48%,52%,3%,37%,39%
11378,6977,4554002215,652716,57633234,191019615,27378,12015395,17416851,173602764,34704929,0.0076,0.0078,0.0419,0.0416,38186731,5473,0.0084,0.0083,356,"$64,537,308 ","$202,958,005 ","$14,077,960 ","$49,706,297 ","$2,420,553 ","$9,505,056 ","$14,076,447 ","$55,221,516 ",27.21%,15.34%,"$2,514,952 ","$10,892,675 ","2,438","2,309","1,745,581","2,160,254","40,201,241","5,182,744",2.55%,1.85%,"7,119,158",3.51%,1.98%,"$87,899 ",$94 ,"$23,916 ",$26 ,"$3,083 ",$3.30 ,77%,23%,2%,10%,28%
11379,8540,5865545697,686832,103979799,259587715,30397,21411812,29481785,230105930,46000476,0.0078,0.0082,0.0443,0.0445,51894180,6077,0.0088,0.0089,334,"$41,121,112 ","$120,620,122 ","$10,813,461 ","$37,224,084 ","$1,328,942 ","$3,165,855 ","$10,812,922 ","$41,170,252 ",34.13%,45.00%,"$1,337,686 ","$3,416,823 ","1,556","1,498","4,526,403","1,562,360","33,974,209","4,379,955",3.63%,3.92%,"5,307,669",4.40%,5.80%,"$80,521 ",$77 ,"$27,483 ",$26 ,"$3,543 ",$3.40 ,86%,14%,1%,8%,18%
11385,10854,7027411680,647449,105584358,301330556,27762,19849446,28760113,272570443,54489557,0.0078,0.0081,0.0429,0.0431,60238991,5550,0.0086,0.0086,"3,285","$273,348,859 ","$1,524,083,436 ","$55,126,546 ","$299,837,118 ","$4,270,409 ","$17,364,202 ","$56,009,370 ","$315,545,551 ",20.70%,16.73%,"$4,537,624 ","$19,827,275 ","17,851","17,139","8,990,308","15,602,273","282,418,376","36,409,377",2.39%,2.16%,"40,680,132",2.67%,2.16%,"$88,925 ",$98 ,"$18,411 ",$20 ,"$2,374 ",$2.61 ,81%,19%,2%,7%,45%
11411,5187,2179690500,420222,55848451,118311235,22809,11423313,13668665,104642570,20919096,0.0096,0.0103,0.0543,0.0552,23651599,4560,0.0109,0.011,14,"$4,583,000 ","$7,931,000 ","$1,217,731 ","$2,208,042 ",$0 ,$0 ,"$1,233,751 ","$2,378,412 ",29.99%,16.93%,$0 ,$0 ,123,113,"165,423","98,336","2,208,042","284,661",3.59%,2.18%,"306,625",3.87%,2.18%,"$70,186 ",$81 ,"$21,048 ",$24 ,"$2,713 ",$3.12 ,3%,97%,92%,1%,4%
11412,8513,3642744893,427904,84482734,178232785,20937,15500592,19342214,158890571,31763814,0.0087,0.0092,0.0489,0.0491,35630516,4185,0.0098,0.0098,67,"$11,429,000 ","$47,609,000 ","$2,271,382 ","$10,327,505 ","$20,995 ","$37,386 ","$2,271,382 ","$11,170,741 ",23.46%,11.72%,"$20,995 ","$37,386 ",589,511,"369,748","407,899","10,290,119","1,326,602",2.79%,1.51%,"1,440,132",3.02%,1.51%,"$93,168 ",$117 ,"$21,861 ",$27 ,"$2,818 ",$3.53 ,2%,98%,89%,3%,7%
11413,9615,4349280311,452343,97251355,220569806,22940,16886863,20372413,200197393,40021461,0.0092,0.0097,0.0507,0.0515,44094110,4586,0.0101,0.0103,26,"$7,305,000 ","$18,409,748 ","$1,756,191 ","$5,209,758 ","$120,005 ","$456,761 ","$1,785,171 ","$5,588,931 ",30.36%,23.33%,"$121,681 ","$458,437 ",274,260,"292,237","172,743","4,740,026","611,084",3.32%,2.63%,"720,525",3.91%,3.01%,"$70,807 ",$107 ,"$21,496 ",$32 ,"$2,771 ",$4.17 ,2%,98%,92%,1%,5%
11414,6102,4022092625,659143,86711660,203859431,33409,49616350,56856985,147002446,29387259,0.0073,0.0094,0.0507,0.0501,40753539,6679,0.0101,0.01,795,"$48,908,922 ","$193,525,974 ","$21,273,840 ","$73,065,011 ","$11,687,166 ","$13,553,402 ","$21,453,327 ","$84,925,856 ",43.88%,45.00%,"$12,487,787 ","$14,635,146 ","3,296","3,287","69,803,856","4,637,762","59,511,609","7,672,237",3.96%,4.89%,"10,948,641",5.66%,5.80%,"$58,876 ",$42 ,"$25,837 ",$18 ,"$3,331 ",$2.36 ,84%,16%,3%,3%,20%
11415,1104,890383267,806507,16781012,39282815,35582,2061499,2743048,36539767,7304665,0.0082,0.0084,0.0441,0.0441,7853028,7113,0.0088,0.0088,481,"$101,594,452 ","$581,586,023 ","$43,122,726 ","$226,735,253 ","$8,624,935 ","$23,381,924 ","$43,536,552 ","$256,848,224 ",44.16%,45.00%,"$9,080,770 ","$25,697,159 ","7,783","7,684","7,234,154","8,731,285","201,628,334","25,993,925",4.47%,4.99%,"33,112,873",5.69%,5.80%,"$75,688 ",$67 ,"$33,426 ",$29 ,"$4,309 ",$3.79 ,60%,40%,7%,18%,24%
11416,3436,1802584726,524617,40240538,84687854,24647,5306564,7083851,77604003,15513816,0.0086,0.009,0.047,0.0474,16929949,4927,0.0094,0.0095,179,"$19,347,008 ","$85,447,010 ","$3,425,533 ","$15,513,107 ","$149,993 ","$519,111 ","$3,445,693 ","$15,995,848 ",18.72%,17.12%,"$149,993 ","$519,360 ",830,738,"993,412","679,056","14,993,996","1,933,026",2.26%,2.12%,"2,062,185",2.41%,2.21%,"$115,782 ",$126 ,"$21,675 ",$24 ,"$2,794 ",$3.04 ,26%,74%,6%,36%,42%
11417,5704,2809072086,492474,59374493,135780208,23804,10076853,13265965,122514243,24491822,0.0087,0.0091,0.0483,0.0486,27143821,4759,0.0097,0.0097,170,"$14,590,001 ","$79,215,004 ","$3,467,585 ","$21,635,177 ","$59,952 ","$414,120 ","$3,472,985 ","$22,425,386 ",28.31%,34.26%,"$59,952 ","$502,842 ",949,893,"787,314","1,000,318","21,221,057","2,735,819",3.45%,4.42%,"2,891,081",3.65%,4.42%,"$88,707 ",$79 ,"$25,112 ",$22 ,"$3,237 ",$2.89 ,39%,61%,8%,28%,37%
11418,4512,2604423703,577222,57070478,124425866,27577,7334196,9338961,115086905,23007023,0.0088,0.0092,0.0478,0.0479,24873975,5513,0.0096,0.0096,597,"$61,001,924 ","$303,484,007 ","$17,078,568 ","$95,903,845 ","$3,606,511 ","$27,846,319 ","$17,329,943 ","$106,290,086 ",35.02%,45.00%,"$3,718,542 ","$29,611,000 ","3,672","3,528","5,391,758","3,779,537","68,045,556","8,772,433",2.89%,1.84%,"13,702,918",4.52%,5.80%,"$86,022 ",$80 ,"$30,128 ",$28 ,"$3,884 ",$3.63 ,35%,65%,8%,26%,43%
11419,6995,3417468769,488559,69681852,168805049,24132,9862569,12725897,156079152,31201783,0.0091,0.0094,0.0494,0.0495,33745817,4824,0.0099,0.0099,182,"$27,326,000 ","$106,233,000 ","$5,816,608 ","$24,475,031 ","$445,158 ","$937,686 ","$5,979,088 ","$27,109,045 ",25.52%,19.05%,"$445,158 ","$937,686 ","1,239","1,076","574,419","930,145","23,537,345","3,034,435",2.86%,2.29%,"3,494,898",3.29%,2.46%,"$98,730 ",$114 ,"$25,194 ",$29 ,"$3,248 ",$3.76 ,11%,89%,17%,30%,18%
11420,9158,4382231120,478514,71474411,211599806,23105,12867115,17488688,194111118,38804754,0.0089,0.0092,0.0483,0.0484,42300917,4619,0.0097,0.0097,99,"$22,625,008 ","$50,539,012 ","$4,740,786 ","$11,969,874 ","$908,010 ","$2,177,205 ","$4,760,946 ","$13,262,863 ",26.24%,22.35%,"$928,170 ","$2,823,948 ",702,651,"572,694","509,870","9,792,669","1,262,471",2.50%,2.64%,"1,709,848",3.38%,2.88%,"$77,633 ",$99 ,"$20,373 ",$26 ,"$2,626 ",$3.35 ,16%,84%,27%,20%,23%
11421,5975,3091437431,517395,66755057,146295174,24485,9456575,11228818,135066356,27001115,0.0087,0.009,0.0473,0.0476,29245868,4895,0.0095,0.0095,182,"$55,681,000 ","$189,166,998 ","$13,114,183 ","$54,902,603 ","$3,196,834 ","$5,319,035 ","$13,119,943 ","$63,860,572 ",33.76%,15.55%,"$3,323,436 ","$5,578,118 ","2,717","2,604","1,204,568","2,589,577","49,534,428","6,385,978",3.38%,1.79%,"8,232,905",4.35%,2.01%,"$72,645 ",$73 ,"$24,524 ",$25 ,"$3,162 ",$3.18 ,46%,54%,7%,19%,56%
11422,6758,3140762245,464747,57908898,156791119,23201,9733651,11846211,144944908,28975937,0.0092,0.0094,0.0499,0.0496,31344113,4638,0.01,0.0099,10,"$23,519,000 ","$77,384,000 ","$10,474,527 ","$29,734,748 ","$8,637,199 ","$24,617,960 ","$10,515,395 ","$34,610,685 ",44.73%,34.26%,"$8,700,725 ","$28,405,775 ","1,499","1,493","2,073,038","1,568,645","5,116,788","659,656",0.85%,0.64%,"4,462,010",5.77%,4.42%,"$51,831 ",$49 ,"$23,182 ",$22 ,"$2,989 ",$2.84 ,8%,92%,85%,3%,7%
