ZIP CODE,tc_2 # OF PROPERTIES,tc_2  FY'2017 MARKET VALUE LAND,tc_2  FY'2017 MARKET VALUE TOTAL,tc_2  FY'2017 ASSESSED VALUE LAND,tc_2  FY'2017 ASSESSED VALUE TOTAL,tc_2  FY'2017 EXEMPT VALUE LAND,tc_2  FY'2017 EXEMPT VALUE TOTAL,tc_2  FY'2017 ACTUAL ASSESSED VALUE LAND,tc_2  FY'2017 ACTUAL ASSESSED VALUE TOTAL,tc_2  Average Actual Assessment Ratio,tc_2  Median Actual Assessment Ratio,tc_2  FY'2017 ACTUAL EXEMPT VALUE LAND,tc_2  FY'2017 ACTUAL EXEMPT VALUE TOTAL,tc_2  TOTAL UNITS,tc_2  RESIDENTIAL UNITS,tc_2  LAND SQUARE FEET,tc_2 GROSS SQUARE FEET,tc_2 Taxable Assessed Value,tc_2 Total Taxes,tc_2 Average Taxable Effective Tax Rate,tc_2 Median Taxable Effective Tax Rate,tc_2 Taxes w/out Exemption,tc_2 Average Effective Tax Rate w/out Exemption,tc_2 Median Effective Tax Rate w/out Exemption,tc_2 Average Market Value Per Residential Unit,tc_2  Average Market Value Per Gross Square Foot,tc_2 Actual Assessed Value Per Residential Unit,tc_2 Actual Assessed Value Per Gross Square Foot,tc_2 Taxes w/out Exemption Per Residential Unit,tc_2 Taxes w/out Exemption Per Gross Square Foot,tc_1 # of Properties,tc_1 Finance FY'2017 Market Value Total,tc_1 Average Market Value,tc_1 Finance FY'2017 Assessed Value Land,tc_1 Finance FY'2017 Assessed Value Total,tc_1 Average Assessed Value,tc_1 Finance FY'2017 Exempt Value Land,tc_1 Finance FY'2017 Exempt Value Total,"tc_1 Finance FY'2017 Taxable Assessed Value 
(Assessed Value minus Exempt Value)","tc_1 FY'2017 Taxes
(Taxable Assessed Value * Tax Rate)",tc_1 FY'2017 Average Effective Tax Rate (Taxes ÷ Market Value),tc_1 FY'2017 Median Effective Tax Rate,"tc_1 FY'2017 Average Assessment Ratio
(Assessed Value ÷ Market Value)",tc_1 FY'2017 Median Actual Assessment Ratio,tc_1 FY'2017 Taxes w/out Exemptions,tc_1 FY'2017 Average Taxes w/out Exemptions,tc_1 FY'2017 Average Effective Tax Rate w/out Exemptions,tc_1 FY'2017 Median Effective Tax Rate w/out Exemption
11360,"1,105","$128,307,955 ","$458,175,976 ","$53,227,178 ","$176,257,187 ","$15,844,180 ","$20,096,131 ","$53,021,348 ","$200,124,020 ",43.68%,45.00%,"$16,784,280 ","$21,730,265 ","4,847","4,840","134,271,865","6,711,598","156,161,056","20,132,283",4.39%,5.21%,"25,799,989",5.63%,5.80%,"$94,664 ",$68 ,"$41,348 ",$30 ,"$5,331 ",$3.84 ,"6,301","$6,804,666,285 ","$1,079,934 ","$69,723,740 ","$270,283,107 ","$42,895 ","$10,856,629 ","$16,920,092 ","$253,363,015 ","$50,649,800 ",0.74%,0.76%,3.97%,3.98%,"54,032,296","$8,575 ",0.79%,0.80%
11361,296,"$67,536,485 ","$245,802,992 ","$23,463,247 ","$84,106,223 ","$3,053,289 ","$7,711,754 ","$23,488,088 ","$99,073,039 ",40.31%,45.00%,"$3,281,580 ","$8,359,703 ","3,150","3,107","11,088,046","2,938,104","76,337,679","9,841,454",4.00%,4.39%,"12,772,496",5.20%,5.80%,"$79,113 ",$84 ,"$31,887 ",$34 ,"$4,111 ",$4.35 ,"6,454","$4,873,877,609 ","$755,172 ","$80,981,110 ","$215,349,981 ","$33,367 ","$12,387,688 ","$20,133,633 ","$195,216,348 ","$39,025,700 ",0.80%,0.83%,4.42%,4.43%,"43,050,615","$6,670 ",0.88%,0.89%
11362,47,"$71,588,000 ","$210,548,000 ","$31,608,368 ","$81,686,548 ","$10,255,302 ","$10,255,302 ","$31,608,368 ","$93,892,878 ",44.59%,38.71%,"$10,918,425 ","$10,918,425 ","2,740","2,712","5,992,831","3,730,564","71,431,246","9,208,916",4.37%,4.35%,"12,104,670",5.75%,4.99%,"$77,636 ",$56 ,"$34,621 ",$25 ,"$4,463 ",$3.24 ,"6,977","$4,554,002,215 ","$652,716 ","$57,633,234 ","$191,019,615 ","$27,378 ","$12,015,395 ","$17,416,851 ","$173,602,764 ","$34,704,929 ",0.76%,0.78%,4.19%,4.16%,"38,186,731","$5,473 ",0.84%,0.83%
11363,31,"$17,738,584 ","$71,619,000 ","$6,173,504 ","$26,542,264 ","$895,781 ","$7,951,873 ","$6,165,674 ","$30,060,272 ",41.97%,25.52%,"$934,836 ","$8,728,836 ",720,716,"522,442","737,960","18,590,391","2,396,673",3.35%,3.21%,"3,875,370",5.41%,3.29%,"$100,027 ",$97 ,"$41,984 ",$41 ,"$5,413 ",$5.25 ,"8,540","$5,865,545,697 ","$686,832 ","$103,979,799 ","$259,587,715 ","$30,397 ","$21,411,812 ","$29,481,785 ","$230,105,930 ","$46,000,476 ",0.78%,0.82%,4.43%,4.45%,"51,894,180","$6,077 ",0.88%,0.89%
11364,220,"$133,944,959 ","$485,207,986 ","$58,799,976 ","$190,253,752 ","$12,723,887 ","$26,504,181 ","$60,063,756 ","$218,020,131 ",44.93%,45.00%,"$13,316,853 ","$30,891,367 ","6,276","6,270","87,202,919","6,670,563","163,433,820","21,069,888",4.34%,4.82%,"28,107,155",5.79%,5.80%,"$77,386 ",$73 ,"$34,772 ",$33 ,"$4,483 ",$4.21 ,"10,854","$7,027,411,680 ","$647,449 ","$105,584,358 ","$301,330,556 ","$27,762 ","$19,849,446 ","$28,760,113 ","$272,570,443 ","$54,489,557 ",0.78%,0.81%,4.29%,4.31%,"60,238,991","$5,550 ",0.86%,0.86%
11365,480,"$148,096,245 ","$583,117,576 ","$61,263,156 ","$230,270,028 ","$26,928,546 ","$98,867,016 ","$65,013,355 ","$257,826,416 ",44.22%,45.00%,"$26,956,356 ","$112,650,083 ","6,626","6,590","13,140,774","8,320,092","131,321,418","16,929,957",2.90%,4.43%,"33,238,982",5.70%,5.80%,"$88,485 ",$70 ,"$39,124 ",$31 ,"$5,044 ",$4.00 ,"5,187","$2,179,690,500 ","$420,222 ","$55,848,451 ","$118,311,235 ","$22,809 ","$11,423,313 ","$13,668,665 ","$104,642,570 ","$20,919,096 ",0.96%,1.03%,5.43%,5.52%,"23,651,599","$4,560 ",1.09%,1.10%
11366,47,"$21,336,000 ","$85,558,000 ","$7,783,799 ","$31,847,425 ","$66,781 ","$66,781 ","$7,824,181 ","$34,964,547 ",40.87%,27.76%,"$70,112 ","$70,112 ",928,919,"1,363,311","940,178","31,780,644","4,097,161",4.79%,3.58%,"4,507,629",5.27%,3.58%,"$93,099 ",$91 ,"$38,046 ",$37 ,"$4,905 ",$4.79 ,"8,513","$3,642,744,893 ","$427,904 ","$84,482,734 ","$178,232,785 ","$20,937 ","$15,500,592 ","$19,342,214 ","$158,890,571 ","$31,763,814 ",0.87%,0.92%,4.89%,4.91%,"35,630,516","$4,185 ",0.98%,0.98%
11367,959,"$177,181,297 ","$668,382,016 ","$78,885,196 ","$250,414,715 ","$35,871,984 ","$95,201,796 ","$78,834,676 ","$298,618,839 ",44.68%,45.00%,"$35,924,004 ","$120,085,964 ","10,895","10,831","184,884,216","10,534,690","155,212,905","20,010,048",2.99%,5.26%,"38,497,941",5.76%,5.80%,"$61,710 ",$63 ,"$27,571 ",$28 ,"$3,554 ",$3.65 ,"9,615","$4,349,280,311 ","$452,343 ","$97,251,355 ","$220,569,806 ","$22,940 ","$16,886,863 ","$20,372,413 ","$200,197,393 ","$40,021,461 ",0.92%,0.97%,5.07%,5.15%,"44,094,110","$4,586 ",1.01%,1.03%
11368,"2,344","$345,425,325 ","$1,467,439,587 ","$100,381,055 ","$461,987,740 ","$29,165,181 ","$129,164,983 ","$101,029,590 ","$502,520,117 ",34.24%,36.56%,"$29,721,819 ","$135,538,316 ","17,347","16,793","8,356,513","16,314,531","332,821,137","42,907,301",2.92%,1.24%,"64,784,893",4.41%,4.71%,"$87,384 ",$90 ,"$29,924 ",$31 ,"$3,858 ",$3.97 ,"6,102","$4,022,092,625 ","$659,143 ","$86,711,660 ","$203,859,431 ","$33,409 ","$49,616,350 ","$56,856,985 ","$147,002,446 ","$29,387,259 ",0.73%,0.94%,5.07%,5.01%,"40,753,539","$6,679 ",1.01%,1.00%
11369,132,"$46,388,000 ","$171,337,000 ","$12,262,396 ","$48,779,392 ","$4,553,039 ","$6,637,461 ","$12,287,146 ","$58,478,525 ",34.13%,15.58%,"$4,980,078 ","$7,223,781 ","2,306","2,280","914,640","1,993,594","42,141,931","5,432,938",3.17%,1.94%,"7,539,051",4.40%,2.01%,"$75,148 ",$86 ,"$25,648 ",$29 ,"$3,307 ",$3.78 ,"1,104","$890,383,267 ","$806,507 ","$16,781,012 ","$39,282,815 ","$35,582 ","$2,061,499 ","$2,743,048 ","$36,539,767 ","$7,304,665 ",0.82%,0.84%,4.41%,4.41%,"7,853,028","$7,113 ",0.88%,0.88%
11370,"1,091","$31,616,913 ","$109,384,030 ","$9,793,441 ","$32,455,210 ","$1,526,483 ","$2,288,451 ","$9,803,791 ","$36,845,328 ",33.68%,45.00%,"$1,528,237 ","$2,380,999 ","1,401","1,394","1,941,611","7,797,145","30,166,759","3,889,099",3.56%,4.85%,"4,750,100",4.34%,5.80%,"$78,468 ",$14 ,"$26,431 ",$5 ,"$3,408 ",$0.61 ,"3,436","$1,802,584,726 ","$524,617 ","$40,240,538 ","$84,687,854 ","$24,647 ","$5,306,564 ","$7,083,851 ","$77,604,003 ","$15,513,816 ",0.86%,0.90%,4.70%,4.74%,"16,929,949","$4,927 ",0.94%,0.95%
11371,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,#DIV/0!,#NUM!,$0 ,$0 ,0,0,0,0,0,0,#DIV/0!,#NUM!,0,#DIV/0!,#NUM!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,"5,704","$2,809,072,086 ","$492,474 ","$59,374,493 ","$135,780,208 ","$23,804 ","$10,076,853 ","$13,265,965 ","$122,514,243 ","$24,491,822 ",0.87%,0.91%,4.83%,4.86%,"27,143,821","$4,759 ",0.97%,0.97%
11372,"1,489","$269,185,089 ","$1,510,054,899 ","$107,984,426 ","$525,526,841 ","$17,717,698 ","$36,647,733 ","$108,119,528 ","$608,414,723 ",40.29%,45.00%,"$18,588,603 ","$38,811,672 ","21,753","21,374","12,171,156","21,252,017","488,171,906","62,935,122",4.17%,4.74%,"78,436,826",5.19%,5.80%,"$70,649 ",$71 ,"$28,465 ",$29 ,"$3,670 ",$3.69 ,"4,512","$2,604,423,703 ","$577,222 ","$57,070,478 ","$124,425,866 ","$27,577 ","$7,334,196 ","$9,338,961 ","$115,086,905 ","$23,007,023 ",0.88%,0.92%,4.78%,4.79%,"24,873,975","$5,513 ",0.96%,0.96%
11373,"2,610","$239,217,012 ","$1,407,794,039 ","$86,224,594 ","$527,088,156 ","$15,754,747 ","$70,332,622 ","$86,815,849 ","$584,948,465 ",41.55%,45.00%,"$15,995,961 ","$75,455,351 ","19,629","19,377","20,894,657","23,283,985","436,263,116","56,243,041",4.00%,4.29%,"75,411,556",5.36%,5.80%,"$72,653 ",$60 ,"$30,188 ",$25 ,"$3,892 ",$3.24 ,"6,995","$3,417,468,769 ","$488,559 ","$69,681,852 ","$168,805,049 ","$24,132 ","$9,862,569 ","$12,725,897 ","$156,079,152 ","$31,201,783 ",0.91%,0.94%,4.94%,4.95%,"33,745,817","$4,824 ",0.99%,0.99%
11374,"1,724","$146,705,942 ","$1,255,490,770 ","$60,560,462 ","$480,693,328 ","$15,626,420 ","$62,959,977 ","$64,191,383 ","$559,490,680 ",44.56%,45.00%,"$16,628,987 ","$66,239,952 ","16,826","16,730","47,216,582","20,750,377","417,393,292","53,810,343",4.29%,4.62%,"72,129,538",5.75%,5.80%,"$75,044 ",$61 ,"$33,442 ",$27 ,"$4,311 ",$3.48 ,"9,158","$4,382,231,120 ","$478,514 ","$71,474,411 ","$211,599,806 ","$23,105 ","$12,867,115 ","$17,488,688 ","$194,111,118 ","$38,804,754 ",0.89%,0.92%,4.83%,4.84%,"42,300,917","$4,619 ",0.97%,0.97%
11375,"1,744","$333,595,093 ","$2,128,567,059 ","$143,138,935 ","$831,899,246 ","$30,221,118 ","$70,796,746 ","$146,352,049 ","$945,021,587 ",44.40%,45.00%,"$31,021,426 ","$76,732,081 ","26,934","26,674","23,518,096","29,744,455","760,901,799","98,095,460",4.61%,4.75%,"121,832,183",5.72%,5.80%,"$79,799 ",$72 ,"$35,429 ",$32 ,"$4,567 ",$4.10 ,"5,975","$3,091,437,431 ","$517,395 ","$66,755,057 ","$146,295,174 ","$24,485 ","$9,456,575 ","$11,228,818 ","$135,066,356 ","$27,001,115 ",0.87%,0.90%,4.73%,4.76%,"29,245,868","$4,895 ",0.95%,0.95%
11377,"1,468","$287,131,516 ","$1,482,843,064 ","$108,317,172 ","$488,213,248 ","$32,963,731 ","$104,098,476 ","$108,823,952 ","$553,479,159 ",37.33%,45.00%,"$33,116,552 ","$115,307,883 ","19,979","19,671","12,325,374","17,044,008","384,002,902","49,505,654",3.34%,2.19%,"71,354,533",4.81%,5.80%,"$75,382 ",$87 ,"$28,137 ",$32 ,"$3,627 ",$4.19 ,"6,758","$3,140,762,245 ","$464,747 ","$57,908,898 ","$156,791,119 ","$23,201 ","$9,733,651 ","$11,846,211 ","$144,944,908 ","$28,975,937 ",0.92%,0.94%,4.99%,4.96%,"31,344,113","$4,638 ",1.00%,0.99%
11378,356,"$64,537,308 ","$202,958,005 ","$14,077,960 ","$49,706,297 ","$2,420,553 ","$9,505,056 ","$14,076,447 ","$55,221,516 ",27.21%,15.34%,"$2,514,952 ","$10,892,675 ","2,438","2,309","1,745,581","2,160,254","40,201,241","5,182,744",2.55%,1.85%,"7,119,158",3.51%,1.98%,"$87,899 ",$94 ,"$23,916 ",$26 ,"$3,083 ",$3.30 ,"4,991","$2,843,195,363 ","$569,664 ","$67,471,465 ","$141,665,924 ","$28,384 ","$9,523,425 ","$11,541,089 ","$130,124,835 ","$26,013,256 ",0.91%,0.95%,4.98%,5.02%,"28,320,435","$5,674 ",1.00%,1.00%
11379,334,"$41,121,112 ","$120,620,122 ","$10,813,461 ","$37,224,084 ","$1,328,942 ","$3,165,855 ","$10,812,922 ","$41,170,252 ",34.13%,45.00%,"$1,337,686 ","$3,416,823 ","1,556","1,498","4,526,403","1,562,360","33,974,209","4,379,955",3.63%,3.92%,"5,307,669",4.40%,5.80%,"$80,521 ",$77 ,"$27,483 ",$26 ,"$3,543 ",$3.40 ,"4,387","$2,448,810,433 ","$558,197 ","$57,138,239 ","$123,298,378 ","$28,105 ","$10,985,899 ","$12,686,295 ","$110,612,083 ","$22,112,462 ",0.90%,0.94%,5.04%,5.04%,"24,648,579","$5,619 ",1.01%,1.01%
11385,"3,285","$273,348,859 ","$1,524,083,436 ","$55,126,546 ","$299,837,118 ","$4,270,409 ","$17,364,202 ","$56,009,370 ","$315,545,551 ",20.70%,16.73%,"$4,537,624 ","$19,827,275 ","17,851","17,139","8,990,308","15,602,273","282,418,376","36,409,377",2.39%,2.16%,"40,680,132",2.67%,2.16%,"$88,925 ",$98 ,"$18,411 ",$20 ,"$2,374 ",$2.61 ,"4,183","$2,493,879,617 ","$596,194 ","$58,213,718 ","$126,630,644 ","$30,273 ","$8,275,632 ","$9,571,546 ","$117,059,098 ","$23,401,284 ",0.94%,0.97%,5.08%,5.13%,"25,314,732","$6,052 ",1.02%,1.03%
11411,14,"$4,583,000 ","$7,931,000 ","$1,217,731 ","$2,208,042 ",$0 ,$0 ,"$1,233,751 ","$2,378,412 ",29.99%,16.93%,$0 ,$0 ,123,113,"165,423","98,336","2,208,042","284,661",3.59%,2.18%,"306,625",3.87%,2.18%,"$70,186 ",$81 ,"$21,048 ",$24 ,"$2,713 ",$3.12 ,"4,139","$1,900,136,879 ","$459,081 ","$45,420,933 ","$95,359,982 ","$23,039 ","$7,186,826 ","$8,350,107 ","$87,009,875 ","$17,394,144 ",0.92%,0.95%,5.02%,5.02%,"19,063,414","$4,606 ",1.00%,1.00%
11412,67,"$11,429,000 ","$47,609,000 ","$2,271,382 ","$10,327,505 ","$20,995 ","$37,386 ","$2,271,382 ","$11,170,741 ",23.46%,11.72%,"$20,995 ","$37,386 ",589,511,"369,748","407,899","10,290,119","1,326,602",2.79%,1.51%,"1,440,132",3.02%,1.51%,"$93,168 ",$117 ,"$21,861 ",$27 ,"$2,818 ",$3.53 ,"5,641","$2,424,780,461 ","$429,849 ","$57,400,940 ","$122,590,735 ","$21,732 ","$9,868,319 ","$12,044,313 ","$110,546,422 ","$22,099,335 ",0.91%,0.96%,5.06%,5.09%,"24,507,114","$4,344 ",1.01%,1.02%
11413,26,"$7,305,000 ","$18,409,748 ","$1,756,191 ","$5,209,758 ","$120,005 ","$456,761 ","$1,785,171 ","$5,588,931 ",30.36%,23.33%,"$121,681 ","$458,437 ",274,260,"292,237","172,743","4,740,026","611,084",3.32%,2.63%,"720,525",3.91%,3.01%,"$70,807 ",$107 ,"$21,496 ",$32 ,"$2,771 ",$4.17 ,8,"$4,607,000 ","$575,875 ","$88,647 ","$228,783 ","$28,598 ","$1,561 ","$1,561 ","$227,222 ","$45,424 ",0.99%,0.96%,4.97%,4.80%,"45,736","$5,717 ",0.99%,0.96%
11414,795,"$48,908,922 ","$193,525,974 ","$21,273,840 ","$73,065,011 ","$11,687,166 ","$13,553,402 ","$21,453,327 ","$84,925,856 ",43.88%,45.00%,"$12,487,787 ","$14,635,146 ","3,296","3,287","69,803,856","4,637,762","59,511,609","7,672,237",3.96%,4.89%,"10,948,641",5.66%,5.80%,"$58,876 ",$42 ,"$25,837 ",$18 ,"$3,331 ",$2.36 ,"5,979","$4,477,285,424 ","$748,835 ","$89,847,096 ","$206,391,796 ","$34,519 ","$12,418,924 ","$18,205,121 ","$188,186,675 ","$37,620,398 ",0.84%,0.87%,4.61%,4.57%,"41,259,784","$6,901 ",0.92%,0.91%
11415,481,"$101,594,452 ","$581,586,023 ","$43,122,726 ","$226,735,253 ","$8,624,935 ","$23,381,924 ","$43,536,552 ","$256,848,224 ",44.16%,45.00%,"$9,080,770 ","$25,697,159 ","7,783","7,684","7,234,154","8,731,285","201,628,334","25,993,925",4.47%,4.99%,"33,112,873",5.69%,5.80%,"$75,688 ",$67 ,"$33,426 ",$29 ,"$4,309 ",$3.79 ,"5,894","$2,525,333,764 ","$428,458 ","$53,880,774 ","$111,070,910 ","$18,845 ","$9,377,149 ","$14,040,283 ","$97,030,627 ","$19,397,393 ",0.77%,0.79%,4.40%,4.32%,"22,204,186","$3,767 ",0.88%,0.86%
11416,179,"$19,347,008 ","$85,447,010 ","$3,425,533 ","$15,513,107 ","$149,993 ","$519,111 ","$3,445,693 ","$15,995,848 ",18.72%,17.12%,"$149,993 ","$519,360 ",830,738,"993,412","679,056","14,993,996","1,933,026",2.26%,2.12%,"2,062,185",2.41%,2.21%,"$115,782 ",$126 ,"$21,675 ",$24 ,"$2,794 ",$3.04 ,"10,270","$4,548,886,040 ","$442,930 ","$99,672,143 ","$213,374,334 ","$20,776 ","$18,850,676 ","$22,820,129 ","$190,554,205 ","$38,093,691 ",0.84%,0.88%,4.69%,4.71%,"42,655,663","$4,153 ",0.94%,0.94%
11417,170,"$14,590,001 ","$79,215,004 ","$3,467,585 ","$21,635,177 ","$59,952 ","$414,120 ","$3,472,985 ","$22,425,386 ",28.31%,34.26%,"$59,952 ","$502,842 ",949,893,"787,314","1,000,318","21,221,057","2,735,819",3.45%,4.42%,"2,891,081",3.65%,4.42%,"$88,707 ",$79 ,"$25,112 ",$22 ,"$3,237 ",$2.89 ,"5,286","$2,727,703,039 ","$516,024 ","$57,773,334 ","$124,747,677 ","$23,600 ","$8,826,226 ","$11,324,445 ","$113,423,232 ","$22,674,438 ",0.83%,0.87%,4.57%,4.61%,"24,938,308","$4,718 ",0.91%,0.92%
11418,597,"$61,001,924 ","$303,484,007 ","$17,078,568 ","$95,903,845 ","$3,606,511 ","$27,846,319 ","$17,329,943 ","$106,290,086 ",35.02%,45.00%,"$3,718,542 ","$29,611,000 ","3,672","3,528","5,391,758","3,779,537","68,045,556","8,772,433",2.89%,1.84%,"13,702,918",4.52%,5.80%,"$86,022 ",$80 ,"$30,128 ",$28 ,"$3,884 ",$3.63 ,"4,417","$1,836,678,012 ","$415,820 ","$38,879,724 ","$83,554,354 ","$18,917 ","$6,504,449 ","$8,342,083 ","$75,212,271 ","$15,035,685 ",0.82%,0.85%,4.55%,4.54%,"16,703,351","$3,782 ",0.91%,0.91%
11419,182,"$27,326,000 ","$106,233,000 ","$5,816,608 ","$24,475,031 ","$445,158 ","$937,686 ","$5,979,088 ","$27,109,045 ",25.52%,19.05%,"$445,158 ","$937,686 ","1,239","1,076","574,419","930,145","23,537,345","3,034,435",2.86%,2.29%,"3,494,898",3.29%,2.46%,"$98,730 ",$114 ,"$25,194 ",$29 ,"$3,248 ",$3.76 ,"6,459","$3,073,577,003 ","$475,860 ","$53,722,361 ","$131,344,036 ","$20,335 ","$13,030,631 ","$19,317,402 ","$112,026,634 ","$22,395,244 ",0.73%,0.87%,4.27%,4.71%,"26,256,986","$4,065 ",0.85%,0.94%
11420,99,"$22,625,008 ","$50,539,012 ","$4,740,786 ","$11,969,874 ","$908,010 ","$2,177,205 ","$4,760,946 ","$13,262,863 ",26.24%,22.35%,"$928,170 ","$2,823,948 ",702,651,"572,694","509,870","9,792,669","1,262,471",2.50%,2.64%,"1,709,848",3.38%,2.88%,"$77,633 ",$99 ,"$20,373 ",$26 ,"$2,626 ",$3.35 ,"2,388","$1,143,155,428 ","$478,708 ","$23,956,038 ","$52,726,488 ","$22,080 ","$10,571,452 ","$23,638,897 ","$29,087,591 ","$5,814,900 ",0.51%,0.78%,4.61%,4.71%,"10,540,552","$4,414 ",0.92%,0.94%
11421,182,"$55,681,000 ","$189,166,998 ","$13,114,183 ","$54,902,603 ","$3,196,834 ","$5,319,035 ","$13,119,943 ","$63,860,572 ",33.76%,15.55%,"$3,323,436 ","$5,578,118 ","2,717","2,604","1,204,568","2,589,577","49,534,428","6,385,978",3.38%,1.79%,"8,232,905",4.35%,2.01%,"$72,645 ",$73 ,"$24,524 ",$25 ,"$3,162 ",$3.18 ,"1,870","$1,145,278,996 ","$612,449 ","$26,798,965 ","$41,198,006 ","$22,031 ","$17,852,007 ","$19,530,561 ","$21,667,445 ","$4,331,539 ",0.38%,0.75%,3.60%,4.47%,"8,235,893","$4,404 ",0.72%,0.89%
11422,10,"$23,519,000 ","$77,384,000 ","$10,474,527 ","$29,734,748 ","$8,637,199 ","$24,617,960 ","$10,515,395 ","$34,610,685 ",44.73%,34.26%,"$8,700,725 ","$28,405,775 ","1,499","1,493","2,073,038","1,568,645","5,116,788","659,656",0.85%,0.64%,"4,462,010",5.77%,4.42%,"$51,831 ",$49 ,"$23,182 ",$22 ,"$2,989 ",$2.84 ,"3,565","$2,719,310,740 ","$762,780 ","$65,278,517 ","$145,103,114 ","$40,702 ","$27,256,076 ","$29,119,928 ","$115,983,186 ","$23,186,199 ",0.85%,1.10%,5.34%,5.72%,"29,007,564","$8,137 ",1.07%,1.14%
11423,82,"$47,953,590 ","$185,955,529 ","$18,277,269 ","$65,867,670 ","$3,640,200 ","$8,391,811 ","$18,396,162 ","$77,647,509 ",41.76%,45.00%,"$3,975,507 ","$8,850,008 ","3,260","3,232","2,091,138","2,639,702","57,475,859","7,409,788",3.98%,2.88%,"10,010,317",5.38%,5.80%,"$57,536 ",$70 ,"$24,025 ",$29 ,"$3,097 ",$3.79 ,25,"$436,494,030 ","$17,459,761 ","$10,772,516 ","$22,449,283 ","$897,971 ","$3,230,029 ","$4,241,951 ","$18,207,332 ","$3,639,828 ",0.83%,0.00%,5.14%,1.10%,"4,487,836","$179,513 ",1.03%,0.22%
11426,18,"$22,361,000 ","$96,892,000 ","$9,092,104 ","$34,323,694 ","$2,105,588 ","$7,389,828 ","$9,112,804 ","$41,867,921 ",43.21%,18.80%,"$2,169,222 ","$8,598,752 ","1,181","1,176","1,846,576","1,054,562","26,933,866","3,472,314",3.58%,2.26%,"5,397,612",5.57%,2.42%,"$82,391 ",$92 ,"$35,602 ",$40 ,"$4,590 ",$5.12 ,"708,577","$505,539,878,667 ","$713,458 ","$7,619,575,312 ","$20,466,943,704 ","$28,885 ","$1,412,193,261 ","$2,073,057,836 ","$18,393,885,868 ","$3,677,121,724 ",0.73%,0.87%,4.05%,4.71%,"$4,091,546,716 ","$5,774 ",0.81%,0.94%
11427,41,"$60,209,000 ","$195,084,000 ","$25,522,642 ","$74,784,454 ","$5,618,304 ","$17,233,412 ","$26,091,262 ","$85,448,968 ",43.80%,45.00%,"$6,030,301 ","$19,000,941 ","2,942","2,935","3,601,819","2,689,844","57,551,042","7,419,480",3.80%,3.80%,"11,016,081",5.65%,5.80%,"$66,468 ",$73 ,"$29,114 ",$32 ,"$3,753 ",$4.10 ,,,,,,,,,,,,,,,,,,
11428,42,"$15,038,000 ","$55,110,000 ","$4,374,801 ","$16,815,728 ","$9,440 ","$9,440 ","$4,374,801 ","$18,897,688 ",34.29%,22.18%,"$9,440 ","$9,440 ",650,606,"396,734","590,976","16,806,288","2,166,667",3.93%,2.86%,"2,436,290",4.42%,2.86%,"$90,941 ",$93 ,"$31,184 ",$32 ,"$4,020 ",$4.12 ,,,,,,,,,,,,,,,,,,
11429,44,"$11,473,000 ","$28,148,000 ","$2,209,790 ","$6,190,634 ","$85,388 ","$85,388 ","$2,209,790 ","$6,581,144 ",23.38%,11.65%,"$85,388 ","$85,388 ",375,360,"248,420","285,957","6,090,216","785,151",2.79%,1.50%,"848,441",3.01%,1.50%,"$78,189 ",$98 ,"$18,281 ",$23 ,"$2,357 ",$2.97 ,,,,,,,,,,,,,,,,,,
11430,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,#DIV/0!,#NUM!,$0 ,$0 ,0,0,0,0,0,0,#DIV/0!,#NUM!,0,#DIV/0!,#NUM!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,
11432,445,"$146,293,709 ","$780,477,037 ","$59,759,150 ","$287,812,574 ","$8,389,873 ","$62,639,310 ","$60,108,318 ","$333,288,277 ",42.70%,45.00%,"$8,734,218 ","$69,482,873 ","10,962","10,794","4,781,822","10,368,403","225,142,405","29,025,359",3.72%,0.99%,"42,967,525",5.51%,5.80%,"$72,307 ",$75 ,"$30,877 ",$32 ,"$3,981 ",$4.14 ,,,,,,,,,,,,,,,,,,
11433,72,"$32,439,200 ","$135,810,000 ","$13,380,174 ","$47,050,040 ","$10,667,782 ","$39,088,152 ","$13,893,038 ","$58,855,373 ",43.34%,33.91%,"$11,128,836 ","$50,371,245 ","2,061","2,024","1,542,740","1,974,269","7,961,888","1,026,447",0.76%,1.96%,"7,587,635",5.59%,4.37%,"$67,100 ",$69 ,"$29,079 ",$30 ,"$3,749 ",$3.84 ,,,,,,,,,,,,,,,,,,
11434,63,"$120,326,751 ","$561,011,611 ","$52,218,169 ","$213,242,205 ","$49,739,588 ","$200,897,358 ","$52,587,716 ","$248,816,615 ",44.35%,36.44%,"$50,110,598 ","$234,868,231 ","8,259","8,230","6,137,793","9,262,761","12,344,847","1,591,498",0.28%,1.72%,"32,077,438",5.72%,4.70%,"$68,167 ",$61 ,"$30,233 ",$27 ,"$3,898 ",$3.46 ,,,,,,,,,,,,,,,,,,
